timestamp,num_ratings,rmse,model
2025-05-11T13:07:11.520621,23,0.4563692768911373,xgb
2025-05-11T13:11:17.548306,23,0.6122745155923329,dt
2025-05-11T13:11:47.920881,23,0.45713637122463197,rf
2025-05-11T13:23:09.899880,23,0.4471523644167742,cat
